originalTitle,rating,startYear,endYear,runtimeMinutes,awardWins,numVotes,totalImages,totalVideos,totalCredits,criticReviewsTotal,titleType,awardNominationsExcludeWins,canHaveEpisodes,isAdult,numRegions,userReviewsTotal,ratingCount,countryOfOrigin,is_Documentary,is_History,is_Adventure,is_Thriller,is_Game-Show,is_Comedy,is_Sci-Fi,is_Romance,is_Biography,is_Musical,is_Western,is_Music,is_Film-Noir,is_Adult,is_Reality-TV,is_News,is_Action,is_Crime,is_Short,is_Fantasy,is_Family,is_Mystery,is_Talk-Show,is_Drama,is_Sport,is_War,is_Horror,is_Animation,fill_runtimeMinutes
Neogenic Nightmare Chapter 3: Hydro-Man,8,7.59890045687141,,,0.0,6.659293919683638,0.6931471805599453,0.0,3.091042453358316,0.6931471805599453,tvEpisode,0.0,False,0,0.6931471805599453,0.0,781,['US'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.713572066704308
Looping,6,7.592366128519796,,,0.0,2.4849066497880004,0.6931471805599453,0.0,0.6931471805599453,0.0,videoGame,0.0,False,0,0.6931471805599453,0.0,11,['XWG'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.367295829986474
Idealnaya para,6,7.597396320212795,,,0.0,3.6635616461296463,0.6931471805599453,0.0,3.2188758248682006,0.0,movie,0.0,False,0,0.6931471805599453,0.6931471805599453,38,['RU'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51085950651685
MasterChef Celebrity México,6,7.611842399580417,,,0.0,2.772588722239781,3.1354942159291497,0.0,4.04305126783455,0.0,tvSeries,0.0,True,0,0.6931471805599453,0.0,15,['MX'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4657359027997265
Seutateueob,8,7.611347717403621,7.611347717403621,80.0,0.6931471805599453,9.662625450728237,5.8522024797744745,1.0986122886681098,3.871201010907891,1.6094379124341003,tvSeries,0.6931471805599453,True,0,3.4965075614664802,6.115892125483034,15746,['KR'],0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.394449154672439
Lightdance,9,7.59890045687141,,34.0,0.0,2.70805020110221,0.6931471805599453,0.0,0.0,0.0,video,0.0,False,0,0.6931471805599453,0.6931471805599453,14,['US'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.5553480614894135
"Kiss, Kiss Bang, Bang",8,7.59890045687141,,45.0,0.0,4.574710978503383,1.791759469228055,0.0,4.709530201312334,0.0,tvEpisode,0.0,False,0,0.6931471805599453,0.0,96,['US'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.828641396489095
Nanba MG5,8,7.612336837167746,,,0.0,4.2626798770413155,2.0794415416798357,0.0,4.248495242049359,0.0,tvMiniSeries,0.0,True,0,2.70805020110221,0.0,70,['JP'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.110873864173311
Estrela de Oito Pontas,8,7.599401333415815,,12.0,1.0986122886681098,2.5649493574615367,0.6931471805599453,0.0,1.0986122886681098,0.0,short,0.0,False,0,0.6931471805599453,0.0,12,['BR'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.5649493574615367
Ulot Puran,9,7.612336837167746,,,0.0,3.332204510175204,2.302585092994046,0.0,2.772588722239781,0.0,tvMiniSeries,0.0,True,0,0.6931471805599453,0.0,27,['IN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.110873864173311
JJBA Mangabridged: Phantom Blood 2 of 2,9,7.609862200913554,,44.0,0.0,3.5263605246161616,0.6931471805599453,0.0,1.791759469228055,0.0,tvMovie,0.0,False,0,0.6931471805599453,0.0,33,['US'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.8066624897703196
1979 AFC Championship Game,9,7.591357046698551,,,0.0,2.302585092994046,0.0,0.0,4.23410650459726,0.0,tvSpecial,0.0,False,0,0.6931471805599453,0.0,9,['US'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.110873864173311
Golubaya chashka,7,7.583756300707112,,60.0,0.0,3.2188758248682006,0.6931471805599453,0.0,3.6109179126442243,0.0,movie,0.0,False,0,1.3862943611198906,0.0,24,['SUHH'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.110873864173311
The Formula,3,7.608374474380783,,90.0,0.6931471805599453,6.637258031284457,1.9459101490553132,0.6931471805599453,4.955827057601261,0.6931471805599453,movie,0.0,False,0,1.791759469228055,1.6094379124341003,762,['US'],0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51085950651685
Kako ubiv svetec,7,7.60339933974067,,82.0,0.6931471805599453,5.777652323222656,0.6931471805599453,0.0,4.442651256490317,0.6931471805599453,movie,1.3862943611198906,False,0,1.9459101490553132,1.0986122886681098,322,"['FR', 'MK', 'SI']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.418840607796598
The Electric Can Opener Fluctuation,9,7.605890001053122,,21.0,0.0,8.427049641563272,2.4849066497880004,0.0,4.442651256490317,1.0986122886681098,tvEpisode,0.0,False,0,0.6931471805599453,1.791759469228055,4570,['US'],0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.091042453358316
Sashiyum Sakunthalayum,5,7.6128310304073565,,122.0,0.0,6.013715156042802,2.0794415416798357,1.3862943611198906,3.1780538303479458,0.0,movie,0.0,False,0,1.3862943611198906,0.0,408,['IN'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.812184355372417
Justice of the Siblings of the Shinobi Village,9,7.59337419312129,,,0.0,2.302585092994046,0.0,0.0,3.4339872044851463,0.0,tvEpisode,0.0,False,0,0.6931471805599453,0.0,9,['JP'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.713572066704308
Side Roads,7,7.6093665379542115,,17.0,0.0,2.3978952727983707,0.6931471805599453,0.0,1.9459101490553132,0.0,short,0.0,False,0,0.6931471805599453,0.0,10,['PL'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.8903717578961645
Boxeurs,5,7.550135342488429,,1.0,0.0,2.6390573296152584,0.6931471805599453,0.0,1.6094379124341003,0.0,short,0.0,False,0,0.6931471805599453,0.0,13,['FR'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6931471805599453
The New Batman Adventures,9,7.599901959208498,7.600902459542082,30.0,1.9459101490553132,9.89075686005731,6.579251212010101,0.0,6.0844994130751715,1.9459101490553132,tvSeries,2.3978952727983707,True,0,3.4657359027997265,3.7376696182833684,19758,['US'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.4339872044851463
Spring,8,7.58629630715272,,23.0,0.0,2.4849066497880004,4.543294782270004,0.0,2.4849066497880004,0.0,tvEpisode,0.0,False,0,0.6931471805599453,0.0,11,['GB'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1780538303479458
The Whole Truth,7,7.6093665379542115,,93.0,0.0,10.438371441395189,3.7376696182833684,2.833213344056216,5.3471075307174685,4.060443010546419,movie,0.6931471805599453,False,0,3.4965075614664802,5.049856007249537,34175,['US'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4.543294782270004
The Man from Thunder River,7,7.572502985020384,,57.0,0.0,3.4965075614664802,2.4849066497880004,0.0,3.58351893845611,0.6931471805599453,movie,0.0,False,0,1.3862943611198906,0.0,32,['US'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.060443010546419
Leichenfund im Jagen 14,6,7.585281078639126,,74.0,0.0,1.9459101490553132,0.0,0.0,3.784189633918261,0.0,tvEpisode,0.0,False,0,0.6931471805599453,0.0,6,['DDDE'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.31748811353631
What Did You Do in the War Daddy?,7,7.58629630715272,,,0.0,2.995732273553991,1.6094379124341003,0.0,2.70805020110221,0.0,tvEpisode,0.0,False,0,0.6931471805599453,0.6931471805599453,19,['GB'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.713572066704308
Stuck in the Middle with You,6,7.60489448081162,,30.0,0.0,3.1780538303479458,0.6931471805599453,0.0,4.007333185232471,0.0,tvEpisode,0.0,False,0,0.6931471805599453,1.0986122886681098,23,['GB'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4339872044851463
Patagonia Treasure Trail,5,7.6093665379542115,,85.0,0.0,3.044522437723423,1.3862943611198906,0.0,3.58351893845611,0.0,movie,0.0,False,0,1.0986122886681098,0.0,20,['US'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.454347296253507
O ahaireftos,6,7.58629630715272,,83.0,0.0,3.091042453358316,3.8501476017100584,0.0,3.8066624897703196,0.0,movie,0.0,False,0,1.0986122886681098,0.0,22,['GR'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.430816798843313
Kavyaarohan with Momila,5,7.611347717403621,,75.0,0.0,1.791759469228055,0.6931471805599453,0.0,2.1972245773362196,0.0,tvEpisode,0.0,False,0,0.6931471805599453,0.0,5,['NP'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.330733340286331
A Woman's Help,8,7.581719640125308,,30.0,0.0,6.0844994130751715,1.3862943611198906,0.0,3.1780538303479458,1.0986122886681098,tvEpisode,0.0,False,0,0.6931471805599453,1.791759469228055,438,['US'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.4339872044851463
Senjô no nadeshiko,5,7.580699752224563,,78.0,0.0,2.302585092994046,1.9459101490553132,0.0,3.4011973816621555,0.0,movie,0.0,False,0,1.0986122886681098,0.0,9,['JP'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3694478524670215
Episode #1.3467,7,7.60489448081162,,28.0,0.0,2.6390573296152584,0.0,0.0,3.8066624897703196,0.0,tvEpisode,0.0,False,0,2.0794415416798357,0.0,13,['GB'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.367295829986474
Tørst - Framtidens forbrytelser,5,7.600902459542082,,,0.6931471805599453,2.1972245773362196,1.0986122886681098,0.0,4.454347296253507,0.0,movie,0.0,False,0,0.6931471805599453,0.0,8,['NO'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.51085950651685
Sie und Er,8,7.597396320212795,,184.0,0.6931471805599453,2.3978952727983707,0.0,0.0,3.7612001156935624,0.0,tvMovie,0.0,False,0,0.6931471805599453,0.0,10,['DE'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.220355825078324
Hot Shorts: Christy Canyon,8,7.594381242551817,,,0.0,3.044522437723423,0.0,0.0,2.302585092994046,0.0,video,0.0,False,1,0.6931471805599453,0.6931471805599453,20,['US'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.343805421853684
Sir Hubert Wilkins & Mary Healy and Peter Lind Hayes,9,7.580189417944541,,30.0,0.0,3.5553480614894135,1.791759469228055,0.0,2.6390573296152584,0.0,tvEpisode,0.0,False,0,0.6931471805599453,0.0,34,['US'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.4339872044851463
Pälsen,6,7.584264818389059,,25.0,0.0,1.791759469228055,0.6931471805599453,0.0,2.3978952727983707,0.0,tvMovie,0.0,False,0,1.0986122886681098,0.0,5,['SE'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.258096538021482
Pryanik,6,7.597897950521784,,10.0,0.0,3.332204510175204,1.791759469228055,0.0,3.1780538303479458,0.0,short,0.0,False,0,1.6094379124341003,0.0,27,['RU'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.3978952727983707
Místa,6,7.608374474380783,,108.0,0.0,4.060443010546419,4.276666119016055,0.6931471805599453,3.8918202981106265,1.9459101490553132,movie,0.0,False,0,1.791759469228055,0.6931471805599453,57,"['CZ', 'SK']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.6913478822291435
Giger - tajunnan ydin,5,7.597396320212795,,30.0,0.6931471805599453,3.4657359027997265,0.6931471805599453,0.0,3.1780538303479458,0.0,short,0.0,False,0,1.6094379124341003,0.0,31,['FI'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.4339872044851463
Sands of Time,9,7.599901959208498,,25.0,0.0,3.5263605246161616,0.0,0.0,3.091042453358316,0.0,tvEpisode,0.0,False,0,0.6931471805599453,0.6931471805599453,33,['GB'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.258096538021482
In Character With...,3,7.605890001053122,7.6093665379542115,,0.0,2.8903717578961645,0.0,0.0,4.418840607796598,0.0,tvSeries,0.0,True,0,0.6931471805599453,0.0,17,['US'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.4657359027997265
The Dossier Case,10,7.607381425639791,,40.0,0.6931471805599453,2.302585092994046,0.6931471805599453,0.0,4.672828834461906,0.0,short,1.791759469228055,False,0,0.6931471805599453,0.0,9,['AU'],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.713572066704308
The Mysterious Rain Shelter! Nyasper Is Watching!!,8,7.608374474380783,,21.0,0.0,4.6913478822291435,1.0986122886681098,0.0,4.836281906951478,0.0,tvEpisode,0.0,False,0,0.6931471805599453,0.0,108,['JP'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.091042453358316
Hoodlum Priest and the Gold Mint,6,7.585281078639126,,80.0,0.0,3.2188758248682006,0.6931471805599453,0.0,2.302585092994046,0.6931471805599453,movie,0.0,False,0,1.0986122886681098,0.0,24,['JP'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4.394449154672439
Episode #2.46,9,7.589335823170617,,,0.0,2.6390573296152584,0.0,0.0,4.007333185232471,0.0,tvEpisode,0.0,False,0,2.0794415416798357,0.0,13,['US'],0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.713572066704308
The Switchman,8,7.599401333415815,,,0.0,5.877735781779639,2.0794415416798357,0.0,4.290459441148391,0.0,tvEpisode,0.0,False,0,0.6931471805599453,2.4849066497880004,356,['US'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.713572066704308
Ad Fundum,7,7.597897950521784,,98.0,0.6931471805599453,7.274479558773871,1.3862943611198906,0.0,4.477336814478207,0.0,movie,0.6931471805599453,False,0,1.3862943611198906,2.1972245773362196,1442,['BE'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.59511985013459
Achtunddreißig fünf,9,7.597897950521784,,28.0,0.0,3.258096538021482,0.0,0.0,3.828641396489095,0.0,tvEpisode,0.0,False,0,0.6931471805599453,0.0,25,['DE'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.367295829986474
Hush,7,7.60489448081162,,,0.0,1.9459101490553132,0.0,0.0,3.091042453358316,0.0,tvMovie,0.0,False,0,0.6931471805599453,0.0,6,['AU'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.465908118654584
The Colour of Money,7,7.605890001053122,7.605890001053122,,0.0,2.4849066497880004,0.6931471805599453,0.0,3.044522437723423,0.0,tvSeries,0.0,True,0,0.6931471805599453,0.0,11,['GB'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4657359027997265
Slave,3,7.607381425639791,,110.0,0.0,3.6375861597263857,0.6931471805599453,0.0,4.382026634673881,0.0,movie,0.0,False,0,1.0986122886681098,0.0,37,"['CY', 'DE']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.709530201312334
And Away We Go!,8,7.595889917718538,,48.0,0.0,4.51085950651685,0.6931471805599453,0.0,4.23410650459726,0.0,tvEpisode,0.0,False,0,0.6931471805599453,0.0,90,['US'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.8918202981106265
Tricky Business,6,7.59890045687141,,,0.0,4.59511985013459,0.0,0.0,2.1972245773362196,0.0,video,0.0,False,1,0.6931471805599453,0.0,98,['US'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.343805421853684
Mea Culpa,8,7.610357618312838,,50.0,0.0,4.3694478524670215,0.0,0.0,5.0689042022202315,0.6931471805599453,tvEpisode,0.0,False,0,0.6931471805599453,0.0,78,"['IT', 'FR']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.9318256327243257
Ice Bound,7,7.602900462204755,,89.0,0.0,6.418364935936212,4.276666119016055,0.0,4.852030263919617,1.3862943611198906,tvMovie,0.6931471805599453,False,0,2.302585092994046,2.6390573296152584,612,"['CA', 'US']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.499809670330265
No More Mr. Nice Guy,8,7.610357618312838,,42.0,0.0,5.424950017481403,1.6094379124341003,1.0986122886681098,5.231108616854587,1.0986122886681098,tvEpisode,0.0,False,0,0.6931471805599453,0.0,226,['US'],0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.7612001156935624
"Six Man, Texas",9,7.605392364814935,,71.0,0.6931471805599453,2.8903717578961645,0.6931471805599453,0.0,3.7612001156935624,0.6931471805599453,movie,0.0,False,0,0.6931471805599453,1.791759469228055,17,['US'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.276666119016055
Hanadama: Gen'ei,7,7.6093665379542115,,83.0,0.0,3.58351893845611,0.6931471805599453,0.0,3.6635616461296463,0.6931471805599453,movie,0.0,False,0,1.6094379124341003,0.6931471805599453,35,['JP'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.430816798843313
State's Attorney,7,7.566828479208331,,79.0,0.0,6.016157159698354,3.4339872044851463,0.0,4.204692619390966,1.6094379124341003,movie,0.0,False,0,2.3978952727983707,2.772588722239781,408,['US'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.382026634673881
Karo and Piyobupt: Ame no Hi,6,7.597897950521784,,4.0,0.0,2.8903717578961645,0.6931471805599453,0.0,1.3862943611198906,0.0,short,0.0,False,0,1.791759469228055,0.0,17,['JP'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.6094379124341003
Episode #1.4,7,7.6128310304073565,,43.0,0.0,4.07753744390572,0.6931471805599453,0.0,5.1298987149230735,0.0,tvEpisode,0.0,False,0,2.0794415416798357,0.0,59,['SE'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3.784189633918261
Saknys karcios,9,7.6093665379542115,,17.0,0.0,2.8903717578961645,2.3978952727983707,0.0,3.1780538303479458,0.0,short,1.0986122886681098,False,0,1.0986122886681098,0.0,17,['LT'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2.8903717578961645
Mary & Adam,7,7.610357618312838,,41.0,0.0,3.6109179126442243,0.6931471805599453,0.0,3.7376696182833684,0.0,tvEpisode,0.0,False,0,0.6931471805599453,0.0,36,['US'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7376696182833684
Hallucination musicale,7,7.553286605600419,,6.0,0.0,2.5649493574615367,0.0,0.0,1.0986122886681098,0.0,short,0.0,False,0,1.0986122886681098,0.0,12,['FR'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.9459101490553132
Gamma Level: Radioactive,9,7.599401333415815,,25.0,0.0,2.70805020110221,0.6931471805599453,0.0,4.110873864173311,1.0986122886681098,tvEpisode,0.0,False,0,0.6931471805599453,0.0,14,['AU'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.258096538021482
Le magicien,7,7.549082710812286,,1.0,0.0,6.927557906278317,2.0794415416798357,0.0,1.3862943611198906,1.3862943611198906,short,0.0,False,0,2.0794415416798357,2.302585092994046,1021,['FR'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.6931471805599453
New Roles,10,7.611347717403621,,,0.0,3.784189633918261,0.6931471805599453,0.0,3.912023005428146,0.0,tvEpisode,0.0,False,0,0.6931471805599453,0.0,43,['IN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.713572066704308
David Lomas Investigates,10,7.611347717403621,7.611347717403621,,0.0,3.091042453358316,1.3862943611198906,0.0,2.302585092994046,0.0,tvSeries,0.0,True,0,1.0986122886681098,0.6931471805599453,21,['NZ'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4657359027997265
Una leyenda de amor,8,7.592366128519796,,101.0,0.0,2.772588722239781,1.0986122886681098,0.0,3.6375861597263857,0.0,movie,0.6931471805599453,False,0,0.6931471805599453,0.0,15,['MX'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.624972813284271
Les p'tites têtes,4,7.592366128519796,,77.0,0.0,3.332204510175204,0.6931471805599453,0.0,4.02535169073515,0.0,movie,0.0,False,0,1.0986122886681098,0.0,27,['FR'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.356708826689592
Throne for a Loss,6,7.584264818389059,,6.0,0.0,2.5649493574615367,0.0,0.0,2.4849066497880004,0.0,short,0.0,False,0,0.6931471805599453,0.0,12,['US'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.9459101490553132
Falling for You,10,7.6093665379542115,,,0.0,2.5649493574615367,0.6931471805599453,0.0,4.852030263919617,0.0,tvEpisode,0.0,False,0,0.6931471805599453,0.0,12,['CA'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.713572066704308
Defund,6,7.611842399580417,,14.0,0.6931471805599453,2.995732273553991,1.9459101490553132,0.0,3.091042453358316,1.0986122886681098,short,1.3862943611198906,False,0,0.6931471805599453,0.0,19,['CA'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.70805020110221
His Favorite Pastime,5,7.557472901614746,,16.0,0.0,7.134093721192866,2.3978952727983707,0.0,2.995732273553991,1.9459101490553132,short,0.0,False,0,2.833213344056216,2.772588722239781,1253,['US'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.833213344056216
I sette del gruppo selvaggio,5,7.588829878307813,,,0.0,4.248495242049359,0.6931471805599453,0.0,3.828641396489095,0.0,movie,0.0,False,0,2.302585092994046,1.6094379124341003,69,['IT'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51085950651685
La caperucita roja,6,7.581209826196346,,85.0,0.0,4.9344739331306915,1.0986122886681098,0.0,4.204692619390966,1.791759469228055,movie,0.0,False,0,1.791759469228055,1.791759469228055,138,['MX'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.454347296253507
Vingt et une nuits avec Pattie,7,7.60887062919126,,,1.3862943611198906,6.523562306149512,1.3862943611198906,0.6931471805599453,4.48863636973214,3.1354942159291497,movie,1.6094379124341003,False,0,2.772588722239781,1.6094379124341003,680,['FR'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4.51085950651685
"Duck! Rabbit, Duck!",9,7.577633832602728,,7.0,0.0,8.200837258379849,2.772588722239781,0.0,2.8903717578961645,1.0986122886681098,short,0.0,False,0,2.5649493574615367,3.258096538021482,3643,['US'],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0794415416798357
Ganz feine Leute,7,7.591357046698551,,24.0,0.0,3.367295829986474,0.0,0.0,1.3862943611198906,0.0,tvEpisode,0.0,False,0,0.6931471805599453,0.0,28,['JP'],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.2188758248682006
My So-Called Life: My So-Called Life Story,10,7.60489448081162,,24.0,0.0,2.8903717578961645,0.0,0.0,3.4339872044851463,0.0,video,0.0,False,0,0.6931471805599453,0.0,17,['US'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.2188758248682006
Now You See It,8,7.609862200913554,,3.0,0.0,3.8066624897703196,0.6931471805599453,0.0,2.0794415416798357,0.0,short,0.0,False,0,1.0986122886681098,0.0,44,['GB'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.3862943611198906
