originalTitle,rating,startYear,endYear,runtimeMinutes,awardWins,numVotes,totalImages,totalVideos,totalCredits,criticReviewsTotal,titleType,awardNominationsExcludeWins,canHaveEpisodes,numRegions,userReviewsTotal,is_Documentary,is_History,is_Adventure,is_Thriller,is_Game-Show,is_Comedy,is_Sci-Fi,is_Romance,is_Biography,is_Musical,is_Western,is_Music,is_Film-Noir,is_Adult,is_Reality-TV,is_News,is_Action,is_Crime,is_Short,is_Fantasy,is_Family,is_Mystery,is_Talk-Show,is_Drama,is_Sport,is_War,is_Horror,is_Animation,fill_runtimeMinutes,is_from_Oceania,is_from_North America,is_from_South America,is_from_Asia,is_from_Africa,is_from_Europe,countryOfOrigin,countryOfOrigin_freq_enc,countryOfOrigin_NA,countryOfOrigin_AF,countryOfOrigin_AS,countryOfOrigin_EU,countryOfOrigin_OC,countryOfOrigin_SA,countryOfOrigin_UNK,fill_runtimeMinutes_Bruno,totalNominations,totalMedia,runtimeMinutes_notitletype,outlier_no_type,outlier_w_type
Young Lesbian Lust 2,9,2003,2003.0,,0.0,24,0,0,9,0,video,0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,50.0,0.0,0,50.0,False,False
Waar zij waren,8,2015,2015.0,22.0,0.0,5,6,0,44,0,short,0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,22.0,0,0,0,0,0,1,['NL'],0.0094061334669115,0,0,0,1,0,0,0,22.0,0.0,6,22.0,False,False
Blood Rights,6,1990,,,0.0,14,1,0,34,0,tvSeries,0,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,30.0,0.0,1,30.0,False,False
Jordan: The Royal Tour,10,2002,2002.0,50.0,0.0,10,0,0,8,0,tvMovie,0,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,50.0,0.0,0,50.0,False,False
Wie wirklich ist die Wirklichkeit,7,2016,2016.0,,0.0,11,0,0,0,0,movie,0,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,0,0,0,0,0,1,['DE'],0.0279401124283408,0,0,0,1,0,0,0,85.0,0.0,0,45.0,False,False
The Macabre Mr. Micawber,8,1968,1968.0,60.0,0.0,73,12,0,43,0,tvEpisode,0,False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,60.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,60.0,0.0,12,60.0,False,False
Raftaar,7,1975,1975.0,,0.0,16,1,0,38,0,movie,0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,90.0,0,0,0,1,0,0,['IN'],0.0342850781989202,0,0,1,0,0,0,0,91.0,0.0,1,89.0,False,False
Paradise,7,2017,2017.0,120.0,2.0,19,9,2,76,0,movie,4,False,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,120.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,120.0,6.0,11,120.0,False,False
The Hold Out,8,2013,2013.0,44.0,0.0,37,1,0,165,0,tvEpisode,0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,44.0,0,1,0,0,0,0,['CA'],0.034563366171314,1,0,0,0,0,0,0,44.0,0.0,1,44.0,False,False
Erik & Else,9,2014,2014.0,,0.0,13,1,0,69,0,tvMovie,0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,0,0,0,0,0,1,['DK'],0.0067345689319307,0,0,0,1,0,0,0,73.0,0.0,1,45.0,False,False
Clay Fields,7,2003,2003.0,,0.0,24,1,0,25,1,movie,0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,90.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,92.0,0.0,1,53.0,False,False
Bone Sweet Bone,7,1948,1948.0,7.0,0.0,194,2,0,17,0,short,0,False,7,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,7.0,0.0,2,7.0,False,False
Gov. Ronald Reagan/Bob Newhart/James Wong Howe,3,1971,1971.0,,0.0,11,0,0,100,0,tvEpisode,0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,30.0,0.0,0,77.0,False,False
Where's Archie?,8,1974,1974.0,25.0,0.0,213,0,0,46,1,tvEpisode,0,False,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,25.0,0.0,0,25.0,False,False
Sex Games,6,2018,2018.0,126.0,0.0,23,0,0,35,0,video,0,False,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,126.0,0,0,0,0,0,1,['FR'],0.0459731730394612,0,0,0,1,0,0,0,126.0,0.0,0,126.0,False,False
There Goes the Bride,7,1932,1932.0,79.0,0.0,191,2,0,36,5,movie,0,False,2,14,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,79.0,0.0,2,79.0,False,False
El Crimen del Cácaro Gumaro,5,2014,2014.0,101.0,0.0,792,10,0,136,4,movie,4,False,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,101.0,0,1,0,0,0,0,['MX'],0.0136361106472978,1,0,0,0,0,0,0,101.0,4.0,10,101.0,False,False
A Matter of Life and Breath,8,1972,1972.0,,0.0,205,1,0,35,0,tvEpisode,0,False,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,42.0,0.0,1,90.0,False,False
Stanza 17,8,2015,2015.0,20.0,0.0,8,1,0,15,0,short,0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,20.0,0,0,0,0,0,1,['IT'],0.0234875048700395,0,0,0,1,0,0,0,20.0,0.0,1,20.0,False,False
Basgan,8,2016,2016.0,74.0,0.0,48,1,0,7,0,movie,0,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,0,0,0,1,0,0,"['TR', 'CY']",0.0106862581399231,0,0,2,0,0,0,0,74.0,0.0,1,74.0,False,False
La sévillane,4,1943,1943.0,88.0,0.0,8,1,0,29,0,movie,0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,0,0,0,0,0,1,"['ES', 'FR']",0.0640618912450603,0,0,0,2,0,0,0,88.0,0.0,1,88.0,False,False
Valley of Danger,8,1959,1959.0,25.0,0.0,24,1,0,25,0,tvEpisode,0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,25.0,0.0,1,25.0,False,False
The Best of Times,8,1983,,30.0,0.0,14,0,0,49,0,tvSeries,0,True,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,30.0,0.0,0,30.0,False,False
Hearth,9,2009,2009.0,4.0,0.0,12,0,1,1,0,short,0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,4.0,0.0,1,4.0,False,False
Golem,8,1999,1999.0,22.0,0.0,698,8,0,176,1,tvEpisode,0,False,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,22.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,22.0,0.0,8,22.0,False,False
Charly's Comeback,7,2010,2010.0,,0.0,9,2,0,68,0,tvMovie,0,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,0,0,0,0,0,1,['CH'],0.0043969499638225,0,0,0,1,0,0,0,85.0,0.0,2,52.0,False,False
44th Annual Academy of Country Music Awards,8,2009,2009.0,,0.0,22,1,0,202,0,tvSpecial,0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,75.0,0.0,1,60.0,False,False
Obey the Law,8,1926,1926.0,57.0,0.0,25,5,0,14,0,movie,0,False,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,57.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,57.0,0.0,5,57.0,False,True
Quiet Desperation,8,2010,2018.0,,0.0,30,2,0,325,0,tvSeries,0,True,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,30.0,0.0,2,45.0,False,False
I'll Fly Away: Then and Now,9,1993,1993.0,96.0,0.0,214,1,0,57,1,tvMovie,3,False,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,96.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,96.0,3.0,1,96.0,False,False
The Bomber and Mrs. Moroney,8,1971,1971.0,,0.0,147,1,0,43,0,tvEpisode,0,False,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,40.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,28.0,0.0,1,90.0,False,False
Yao,7,2018,2018.0,103.0,0.0,1274,18,1,108,10,movie,1,False,15,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,103.0,0,0,0,0,1,1,"['FR', 'SN']",0.0460844882284187,0,1,0,1,0,0,0,103.0,1.0,19,103.0,False,False
Tabaghe Yek o Nim,2,2020,2020.0,,0.0,27,1,0,18,0,movie,0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90.0,0,0,0,1,0,0,['IR'],0.0045639227472588,0,0,1,0,0,0,0,95.0,0.0,1,48.0,False,False
Hallonbacken,7,2023,2023.0,,0.0,19,1,0,43,0,tvMiniSeries,0,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,60.0,0,0,0,0,0,1,['FI'],0.0075137752546334,0,0,0,1,0,0,0,60.0,0.0,1,30.0,False,False
Wedry,5,2012,,20.0,0.0,13,1,0,11,0,tvSeries,0,True,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,1,['CZ'],0.002615906940502,0,0,0,1,0,0,0,20.0,0.0,1,20.0,False,False
Welfare to Millionaire,5,2007,2007.0,,0.0,8,0,0,22,0,movie,0,False,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,90.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,83.0,0.0,0,77.0,False,False
For Ireland's Sake,6,1914,1914.0,,0.0,29,2,0,8,1,short,0,False,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12.0,0,0,0,0,0,1,['IE'],0.0027272221294595,0,0,0,1,0,0,0,8.0,0.0,2,80.0,False,False
The Dean Martin Celebrity Roast: Frank Sinatra,9,1978,1978.0,100.0,0.0,236,1,0,39,0,tvSpecial,0,False,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,100.0,0.0,1,100.0,False,False
Guang Dong shi hu,6,1978,1978.0,90.0,0.0,107,5,0,23,1,movie,0,False,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,90.0,0,0,0,1,0,0,['HK'],0.007847720821506,0,0,1,0,0,0,0,90.0,0.0,5,90.0,False,False
Kuifje in dromenland,6,1983,1983.0,25.0,0.0,15,1,0,3,0,short,0,False,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.0,0,0,0,0,0,1,['NL'],0.0094061334669115,0,0,0,1,0,0,0,25.0,0.0,1,25.0,False,False
Part 2,8,2021,2021.0,14.0,0.0,291,5,0,38,0,tvEpisode,0,False,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,14.0,0,0,0,0,0,1,['ES'],0.0180887182055991,0,0,0,1,0,0,0,14.0,0.0,5,14.0,False,False
12 mogil Khodzhi Nasreddina,6,1967,1967.0,74.0,0.0,16,4,0,39,0,movie,0,False,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,74.0,0,0,0,0,0,1,['SUHH'],0.0132465074859464,0,0,0,0,0,0,1,74.0,0.0,4,74.0,False,False
La Linea 134,8,1978,1978.0,3.0,0.0,7,1,0,2,0,tvEpisode,0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0,0,0,0,0,0,1,['IT'],0.0234875048700395,0,0,0,1,0,0,0,3.0,0.0,1,3.0,False,False
An American Werewolf in London XXX Porn Parody,6,2012,2012.0,134.0,0.0,45,0,0,30,3,video,0,False,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,134.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,134.0,0.0,0,134.0,False,False
Yu hai qing mo,6,1967,1967.0,94.0,0.0,23,2,0,36,1,movie,0,False,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,94.0,0,0,0,1,0,0,['HK'],0.007847720821506,0,0,1,0,0,0,0,94.0,0.0,2,94.0,False,False
Das Frauenhaus,5,1977,1977.0,79.0,0.0,655,49,0,23,13,movie,0,False,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,79.0,0,0,0,0,0,1,"['CH', 'FR']",0.0503701230032837,0,0,0,2,0,0,0,79.0,0.0,49,79.0,False,False
Orbius,8,2020,2020.0,570.0,0.0,432,9,2,6,0,movie,0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,570.0,0,0,0,0,0,1,['RU'],0.0079590360104636,0,0,0,1,0,0,0,570.0,0.0,11,570.0,True,True
Surogat,8,1961,1961.0,10.0,1.0,1297,13,0,14,3,short,0,False,15,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10.0,0,0,0,0,0,1,['XYU'],0.0029498525073746,0,0,0,0,0,0,1,10.0,1.0,13,10.0,False,False
Anniversary Dinner,8,1985,1985.0,22.0,0.0,437,4,0,41,1,tvEpisode,0,False,1,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,22.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,22.0,0.0,4,22.0,False,False
Acid - Delirio dei sensi,6,1968,1968.0,92.0,0.0,71,3,0,53,4,movie,0,False,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,92.0,0,0,0,0,0,1,['IT'],0.0234875048700395,0,0,0,1,0,0,0,92.0,0.0,3,92.0,False,False
Treibgut der Großstadt,6,1967,1967.0,84.0,0.0,7,1,0,28,0,movie,0,False,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,84.0,0,0,0,0,0,1,['XWG'],0.0135247954583402,0,0,0,0,0,0,1,84.0,0.0,1,84.0,False,False
Crazy Wild and Crazy,5,1964,1964.0,63.0,0.0,49,18,0,22,2,movie,0,False,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,63.0,0.0,18,63.0,False,False
Pitch,9,2012,2012.0,15.0,0.0,6,1,0,42,0,short,0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,15.0,0.0,1,15.0,False,False
No Good Deed,9,2012,2012.0,44.0,0.0,3673,7,0,166,4,tvEpisode,0,False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,44.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,44.0,0.0,7,44.0,False,False
Topper Goes West,7,1954,1954.0,,0.0,16,0,0,24,0,tvEpisode,0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,25.0,0.0,0,60.0,False,False
The Days I Was Forgotten,9,2020,2020.0,,0.0,26,0,0,26,1,tvEpisode,0,False,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40.0,0,0,0,1,0,0,['KR'],0.0091835030889964,0,0,1,0,0,0,0,28.0,0.0,0,60.0,False,False
The Seven Year Itch,8,2017,2017.0,42.0,0.0,852,22,2,219,2,tvEpisode,0,False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,42.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,42.0,0.0,24,42.0,False,False
Episode #2.2,8,2016,2016.0,54.0,0.0,88,1,0,143,3,tvEpisode,0,False,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,54.0,1,0,0,0,0,0,['AU'],0.0175321422608114,0,0,0,0,1,0,0,54.0,0.0,1,54.0,False,False
Panorama Na Grevena,5,1911,1911.0,1.0,0.0,110,1,0,4,0,short,0,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1,['MK'],0.0003896031613513,0,0,0,1,0,0,0,1.0,0.0,1,1.0,False,False
Go Home,8,2007,2007.0,,0.0,8,1,0,29,0,short,0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,12.0,0,0,0,0,0,1,['ES'],0.0180887182055991,0,0,0,1,0,0,0,12.0,0.0,1,7.0,False,False
Waschen und legen,7,1999,1999.0,90.0,0.0,8,0,0,6,0,movie,0,False,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,0,0,0,0,0,1,['DE'],0.0279401124283408,0,0,0,1,0,0,0,90.0,0.0,0,90.0,False,False
My Weakness,7,1933,1933.0,73.0,0.0,41,28,0,50,0,movie,0,False,15,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,73.0,0.0,28,73.0,False,False
Episode #1.416,8,1968,1968.0,30.0,0.0,50,1,0,19,0,tvEpisode,0,False,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,30.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,30.0,0.0,1,30.0,False,False
A True Account,8,1959,1959.0,30.0,0.0,480,2,0,26,2,tvEpisode,0,False,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,30.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,30.0,0.0,2,30.0,False,False
Slammed,4,2004,2004.0,99.0,0.0,284,2,0,102,2,movie,0,False,6,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,99.0,0.0,2,99.0,False,False
This Morning with Richard Not Judy,9,1998,1999.0,45.0,0.0,498,1,0,55,0,tvSeries,0,True,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,45.0,0.0,1,45.0,False,False
Himawari,6,2006,2006.0,49.0,0.0,18,0,1,1,0,movie,0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,0,0,0,1,0,0,['JP'],0.0470863249290365,0,0,1,0,0,0,0,49.0,0.0,1,49.0,False,True
Ensalada Baudelaire,6,1978,1978.0,90.0,0.0,95,2,0,52,0,movie,0,False,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,90.0,0,0,0,0,0,1,['ES'],0.0180887182055991,0,0,0,1,0,0,0,90.0,0.0,2,90.0,False,False
Das Boot,9,1985,1985.0,,3.0,33877,265,0,151,5,tvMiniSeries,0,True,40,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,60.0,0,0,0,0,0,1,"['XWG', 'FR', 'GB', 'IT']",0.1817777035676518,0,0,0,3,0,0,1,88.0,3.0,265,60.0,False,False
Nines,7,2003,2003.0,6.0,0.0,18,0,0,12,0,short,0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,6.0,0.0,0,6.0,False,False
Het verhaal van Kees,8,1989,1989.0,60.0,0.0,34,2,0,18,0,tvMovie,0,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60.0,0,0,0,0,0,1,['NL'],0.0094061334669115,0,0,0,1,0,0,0,60.0,0.0,2,60.0,False,False
Wayne and Shuster International,8,1982,1995.0,21.0,0.0,133,0,0,7,0,tvSeries,0,True,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0,1,0,0,0,0,['CA'],0.034563366171314,1,0,0,0,0,0,0,21.0,0.0,0,21.0,False,False
"Rukawa Kaede, Gambling on the 2nd Half",8,1995,1995.0,23.0,0.0,75,1,0,27,0,tvEpisode,0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,23.0,0,0,0,1,0,0,['JP'],0.0470863249290365,0,0,1,0,0,0,0,23.0,0.0,1,23.0,False,False
The First Sleigh-Ride,5,1897,1897.0,,0.0,286,2,0,3,0,short,0,False,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,7.0,0.0,2,10.0,False,False
Split,8,2004,2004.0,5.0,0.0,17,1,0,18,0,short,0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,5.0,0.0,1,5.0,False,False
Son of Bambi Meets Godzilla,3,1999,1999.0,2.0,0.0,425,2,0,9,0,short,0,False,5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,2.0,0.0,2,2.0,False,False
Mr Gaspacho,5,2016,2016.0,15.0,0.0,6,1,0,11,0,short,4,False,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15.0,0,0,0,0,0,1,['FR'],0.0459731730394612,0,0,0,1,0,0,0,15.0,4.0,1,15.0,False,False
Cupidon aux manoeuvres,5,1911,1911.0,,0.0,12,0,0,2,0,short,0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,1,['FR'],0.0459731730394612,0,0,0,1,0,0,0,14.0,0.0,0,11.0,False,False
Brink of Disaster,8,1980,1980.0,,0.0,83,1,0,34,0,tvEpisode,0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,43.0,0.0,1,86.0,False,False
Hanatareta Honoo: Gray Terminal no Kiki,8,2011,2011.0,,0.0,966,31,0,68,0,tvEpisode,0,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,40.0,0,0,0,1,0,0,['JP'],0.0470863249290365,0,0,1,0,0,0,0,47.0,0.0,31,86.0,False,False
