originalTitle,rating,startYear,endYear,runtimeMinutes,awardWins,numVotes,totalImages,totalVideos,totalCredits,criticReviewsTotal,titleType,awardNominationsExcludeWins,canHaveEpisodes,numRegions,userReviewsTotal,is_Documentary,is_History,is_Adventure,is_Thriller,is_Game-Show,is_Comedy,is_Sci-Fi,is_Romance,is_Biography,is_Musical,is_Western,is_Music,is_Film-Noir,is_Adult,is_Reality-TV,is_News,is_Action,is_Crime,is_Short,is_Fantasy,is_Family,is_Mystery,is_Talk-Show,is_Drama,is_Sport,is_War,is_Horror,is_Animation,fill_runtimeMinutes,is_from_Oceania,is_from_North America,is_from_South America,is_from_Asia,is_from_Africa,is_from_Europe,countryOfOrigin,countryOfOrigin_freq_enc,countryOfOrigin_NA,countryOfOrigin_AF,countryOfOrigin_AS,countryOfOrigin_EU,countryOfOrigin_OC,countryOfOrigin_SA,countryOfOrigin_UNK,fill_runtimeMinutes_Bruno,totalNominations,totalMedia,runtimeMinutes_notitletype,outlier_no_type,outlier_w_type
The Mo'Nique Show,5,2009,2012.0,,2.0,165,3,0,920,1,tvSeries,1,True,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,40.0,3.0,3,30.0,False,False
La oras,8,2022,,21.0,0.0,39,66,0,80,0,tvSeries,0,True,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0,0,0,0,0,1,['RO'],0.0030055101018533,0,0,0,1,0,0,0,21.0,0.0,66,21.0,False,False
Talk Dirty to Me Part III,7,1984,1984.0,75.0,2.0,331,0,0,24,4,movie,3,False,5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,75.0,5.0,0,75.0,False,False
Scary Marriage,8,2001,2001.0,21.0,0.0,26,0,0,82,0,tvEpisode,0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,21.0,0.0,0,21.0,False,False
The List,8,1983,1983.0,25.0,0.0,69,1,0,55,0,tvEpisode,0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,25.0,0.0,1,25.0,False,False
Episode #1.1,8,2005,2005.0,30.0,0.0,36,0,0,48,0,tvEpisode,0,False,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,30.0,0.0,0,30.0,False,False
Weather Wizards,7,1939,1939.0,10.0,0.0,89,1,0,11,0,short,0,False,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,10.0,0.0,1,10.0,False,False
Bare Essence,8,1983,1983.0,60.0,0.0,96,3,0,106,0,tvSeries,0,True,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,60.0,0.0,3,60.0,False,False
Agni IPS,8,1997,1997.0,137.0,0.0,50,1,0,28,0,movie,0,False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,137.0,0,0,0,1,0,0,['IN'],0.0342850781989202,0,0,1,0,0,0,0,137.0,0.0,1,137.0,False,True
Hit Men,8,1975,1975.0,50.0,0.0,51,3,0,51,0,tvEpisode,0,False,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,50.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,50.0,0.0,3,50.0,False,False
Are You Listening?,7,1932,1932.0,73.0,0.0,527,29,0,45,4,movie,0,False,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,73.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,73.0,0.0,29,73.0,False,False
Han yan cui,6,1968,1968.0,101.0,0.0,23,12,0,27,0,movie,0,False,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,101.0,0,0,0,1,0,0,"['TW', 'HK']",0.0112984916791896,0,0,2,0,0,0,0,101.0,0.0,12,101.0,False,False
Tamales and Gumbo,8,2015,2015.0,85.0,0.0,44,3,0,61,0,movie,0,False,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,85.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,85.0,0.0,3,85.0,False,False
The Car Show,8,1996,1996.0,30.0,0.0,318,1,0,73,1,tvEpisode,0,False,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,30.0,0.0,1,30.0,False,False
Valderama,7,2016,2016.0,91.0,0.0,29,11,0,25,2,movie,2,False,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,91.0,0,0,0,1,0,0,['IR'],0.0045639227472588,0,0,1,0,0,0,0,91.0,2.0,11,91.0,False,False
Diamond Disaster!/BMW vs. Ford Focus?!,8,2016,2016.0,22.0,0.0,8,0,0,19,0,tvEpisode,0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,22.0,0.0,0,22.0,False,False
Joe Scarborough/Mika Brzezinski/Laura Benanti/The Revivalists,8,2018,2018.0,40.0,0.0,27,1,0,32,0,tvEpisode,0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,40.0,0.0,1,40.0,False,False
Napoletani a Milano,7,1953,1953.0,98.0,0.0,102,3,0,45,1,movie,1,False,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0,0,0,0,0,0,1,['IT'],0.0234875048700395,0,0,0,1,0,0,0,98.0,1.0,3,98.0,False,False
Red Midnight,5,1966,1966.0,92.0,0.0,77,8,0,40,0,movie,0,False,8,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,92.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,92.0,0.0,8,92.0,False,False
Flight Through Eternity,8,1965,1965.0,25.0,0.0,655,1,0,48,2,tvEpisode,0,False,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,25.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,25.0,0.0,1,25.0,False,False
Now Showing: Unforgettable Moments from the Movies,9,2003,2003.0,80.0,0.0,16,1,0,18,0,video,0,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,80.0,0.0,1,80.0,False,False
Requiem for a Parrot,9,1993,1993.0,,0.0,66,4,0,47,0,tvEpisode,0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,43.0,0.0,4,88.0,False,False
Oregon Experience,9,2006,,30.0,0.0,10,1,0,56,0,tvSeries,0,True,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,30.0,0.0,1,30.0,False,False
Tom Sawyer,7,1907,1907.0,,0.0,41,0,0,2,0,short,0,False,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,10.0,0.0,0,10.0,False,False
Double Date,8,1998,1998.0,43.0,0.0,89,6,0,80,0,tvEpisode,0,False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,43.0,0,1,0,0,0,0,['CA'],0.034563366171314,1,0,0,0,0,0,0,43.0,0.0,6,43.0,False,False
Place of Life,8,2009,2009.0,44.0,0.0,147,1,0,184,0,tvEpisode,0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,44.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,44.0,0.0,1,44.0,False,False
The Bridge,8,2008,2008.0,11.0,3.0,45,3,0,56,0,short,0,False,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,11.0,3.0,3,11.0,False,False
V som i viking,8,1991,,,0.0,25,0,0,24,0,tvMiniSeries,0,True,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0,0,1,['SE'],0.009517448655869,0,0,0,1,0,0,0,66.0,0.0,0,30.0,False,False
Muin,5,1985,1985.0,95.0,0.0,26,1,0,18,0,movie,0,False,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,95.0,0,0,0,1,0,0,['KR'],0.0091835030889964,0,0,1,0,0,0,0,95.0,0.0,1,95.0,False,False
"Rogues, Rebels, and Renegades: The Art of an Outlaw",7,2009,2009.0,75.0,0.0,41,1,0,26,0,movie,0,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,75.0,0.0,1,75.0,False,False
Hronia polla,9,2004,2004.0,15.0,0.0,11,4,0,23,0,short,0,False,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,['GR'],0.0064006233650581,0,0,0,1,0,0,0,15.0,0.0,4,15.0,False,False
Strained Relations,9,1985,1985.0,29.0,0.0,643,4,0,35,0,tvEpisode,0,False,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,29.0,0.0,4,29.0,False,False
Wienerinnen,8,1952,1952.0,96.0,0.0,63,3,0,39,5,movie,0,False,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,96.0,0,0,0,0,0,1,['AT'],0.0051761562865252,0,0,0,1,0,0,0,96.0,0.0,3,96.0,False,False
"Ach, du fröhliche",7,1962,1962.0,95.0,0.0,20,6,0,52,1,movie,0,False,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,95.0,0,0,0,0,0,1,['DDDE'],0.0018367006177992,0,0,0,0,0,0,1,95.0,0.0,6,95.0,False,False
Terry The Author,8,1976,1976.0,29.0,0.0,7,0,0,12,0,tvEpisode,0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,29.0,0.0,0,29.0,False,False
De Cock en de moord op de moordenaar,8,1995,1995.0,,0.0,46,0,0,65,0,tvEpisode,0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,40.0,0,0,0,0,0,1,['NL'],0.0094061334669115,0,0,0,1,0,0,0,42.0,0.0,0,90.0,False,False
What Does a Naked Lady Say to You?,8,1971,1971.0,25.0,0.0,111,3,0,23,1,tvEpisode,0,False,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,25.0,0.0,3,25.0,False,False
The Summer Day,10,2020,2020.0,7.0,1.0,10,8,1,6,0,short,2,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,7.0,3.0,9,7.0,False,False
The Counting Journey,8,2001,2001.0,23.0,0.0,152,1,0,29,1,tvEpisode,0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23.0,0,0,0,1,0,0,['JP'],0.0470863249290365,0,0,1,0,0,0,0,23.0,0.0,1,23.0,False,False
Matrimonios y algo más,7,1987,,,0.0,27,0,0,25,0,tvSeries,0,True,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,0,0,1,0,0,0,['AR'],0.0082373239828574,0,0,0,0,0,1,0,45.0,0.0,0,60.0,False,False
Mal wa Nesa,6,1960,1960.0,135.0,0.0,27,6,0,34,0,movie,0,False,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,135.0,0,0,0,0,1,0,['EG'],0.0034507708576835,0,1,0,0,0,0,0,135.0,0.0,6,135.0,False,True
SpyGames,3,2003,,,0.0,9,0,0,8,0,tvSeries,0,True,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,0,1,0,0,0,0,['CA'],0.034563366171314,1,0,0,0,0,0,0,30.0,0.0,0,43.0,False,False
Katastrofikokki,7,2016,,,0.0,6,0,0,17,0,tvSeries,0,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,0,0,0,0,0,1,['FI'],0.0075137752546334,0,0,0,1,0,0,0,45.0,0.0,0,60.0,False,False
Einschließlich Heinz,9,1994,1994.0,,0.0,30,0,0,44,0,tvEpisode,0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40.0,0,0,0,0,0,1,['DE'],0.0279401124283408,0,0,0,1,0,0,0,25.0,0.0,0,47.0,False,False
Boy from LA,10,2023,,,0.0,5,12,0,26,0,tvSeries,0,True,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,30.0,0.0,12,30.0,False,False
Sanct Hansaften-spil,8,1979,1979.0,,0.0,10,1,0,87,0,tvMovie,0,False,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,86.0,0,0,0,0,0,1,['DK'],0.0067345689319307,0,0,0,1,0,0,0,90.0,0.0,1,68.0,False,False
Careful What You Wish For,9,2019,2019.0,44.0,0.0,978,15,1,223,2,tvEpisode,0,False,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,44.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,44.0,0.0,16,44.0,False,False
Clown in a Church,10,2018,2018.0,9.0,0.0,6,3,0,15,1,short,0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,9.0,0.0,3,9.0,False,False
Pulsiones,7,2009,2009.0,10.0,4.0,105,1,0,27,0,short,0,False,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,1,['ES'],0.0180887182055991,0,0,0,1,0,0,0,10.0,4.0,1,10.0,False,False
New Family: Part 2,8,1998,1998.0,,0.0,90,1,0,121,0,tvEpisode,0,False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,40.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,26.0,0.0,1,45.0,False,False
Family Gathering,6,1988,1988.0,30.0,2.0,17,1,0,7,0,short,1,False,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,30.0,3.0,1,30.0,False,False
Bir Baskadir,9,2020,2020.0,45.0,2.0,30018,51,1,144,11,tvSeries,3,True,32,185,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45.0,0,0,0,1,0,0,['TR'],0.0104079701675293,0,0,1,0,0,0,0,45.0,5.0,52,45.0,False,False
Back to Utopia,9,2016,2016.0,82.0,0.0,28,1,0,31,1,movie,0,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,0,0,0,0,0,1,"['BE', 'NL', 'GB']",0.1144876718428229,0,0,0,3,0,0,0,82.0,0.0,1,82.0,False,False
Indelible Memories,6,2022,2022.0,96.0,0.0,8,1,0,7,0,movie,1,False,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.0,0,0,0,1,0,0,['JP'],0.0470863249290365,0,0,1,0,0,0,0,96.0,1.0,1,96.0,False,False
Valkoinen peura,7,1952,1952.0,74.0,5.0,2541,22,0,42,50,movie,1,False,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,74.0,0,0,0,0,0,1,['FI'],0.0075137752546334,0,0,0,1,0,0,0,74.0,6.0,22,74.0,False,False
The Right Timing,6,1942,1942.0,8.0,0.0,31,1,0,7,0,short,0,False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,8.0,0.0,1,8.0,False,False
Wedding Bell Blues,7,1989,1989.0,46.0,0.0,109,9,0,87,1,tvEpisode,0,False,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,46.0,0,1,0,0,0,0,['CA'],0.034563366171314,1,0,0,0,0,0,0,46.0,0.0,9,46.0,False,False
Yunost Petra,8,1980,1980.0,140.0,0.0,224,21,0,118,1,movie,0,False,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,140.0,0,0,0,0,0,1,"['SUHH', 'DDDE']",0.0150832081037457,0,0,0,0,0,0,2,140.0,0.0,21,140.0,False,True
Trái Tim Bé Bong,8,2007,2007.0,84.0,1.0,24,1,0,16,0,movie,0,False,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,84.0,0,0,0,1,0,0,['VN'],0.0006678911337451,0,0,1,0,0,0,0,84.0,1.0,1,84.0,False,False
Chauranghee,10,1942,1942.0,,0.0,58,50,0,27,0,movie,0,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,90.0,0,0,0,1,0,0,['IN'],0.0342850781989202,0,0,1,0,0,0,0,83.0,0.0,50,60.0,False,False
Nathan Lane/View Your Deal,6,2018,2018.0,37.0,0.0,10,0,0,13,0,tvEpisode,0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,37.0,0.0,0,37.0,False,False
A Love Story... In Milk,8,2011,2011.0,3.0,6.0,14,1,0,15,0,video,2,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,3.0,8.0,1,3.0,False,False
Midori,7,1996,1996.0,104.0,1.0,19,1,0,18,1,movie,0,False,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,104.0,0,0,0,1,0,0,['JP'],0.0470863249290365,0,0,1,0,0,0,0,104.0,1.0,1,104.0,False,False
Parcours,6,1970,1970.0,10.0,0.0,6,0,0,5,0,short,0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,1,['FR'],0.0459731730394612,0,0,0,1,0,0,0,10.0,0.0,0,10.0,False,False
J'ai pas de culotte,4,1978,1978.0,80.0,0.0,16,0,0,23,0,movie,0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,0,0,0,0,0,1,['FR'],0.0459731730394612,0,0,0,1,0,0,0,80.0,0.0,0,80.0,False,False
Max boxeur par amour,6,1912,1912.0,,0.0,36,2,0,6,0,short,0,False,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,1,['FR'],0.0459731730394612,0,0,0,1,0,0,0,15.0,0.0,2,15.0,False,False
Wheelchair Mary,9,2013,2013.0,,0.0,10,1,0,18,0,movie,0,False,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,91.0,0.0,1,90.0,False,False
Moukarimakka? Kanekashi Zenny no Yabou!,7,2002,2002.0,,0.0,796,29,0,42,0,tvEpisode,0,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,40.0,0,0,0,1,0,0,['JP'],0.0470863249290365,0,0,1,0,0,0,0,30.0,0.0,29,80.0,False,False
Lu bian ye can,8,2015,2015.0,,20.0,4441,155,1,48,43,movie,20,False,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,90.0,0,0,0,1,0,0,['CN'],0.0067345689319307,0,0,1,0,0,0,0,93.0,40.0,156,71.0,False,False
Os carrascos Estão Entre Nós,7,1968,1968.0,90.0,0.0,17,7,0,49,0,movie,0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,90.0,0,0,1,0,0,0,['BR'],0.0098513942227416,0,0,0,0,0,1,0,90.0,0.0,7,90.0,False,False
Sheriff of Tombstone,6,1941,1941.0,56.0,0.0,281,21,0,73,3,movie,0,False,7,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,56.0,0.0,21,56.0,False,True
Rose by Any Other Name...,7,2009,2009.0,,0.0,10,8,1,39,0,video,0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,50.0,0.0,9,77.0,False,False
Episode #1.231,7,1999,1999.0,60.0,0.0,11,1,0,23,0,tvEpisode,0,False,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60.0,0,0,1,0,0,0,['AR'],0.0082373239828574,0,0,0,0,0,1,0,60.0,0.0,1,60.0,False,False
Le planton du colonel,5,1897,1897.0,,0.0,14,0,0,1,0,short,0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,1,['FR'],0.0459731730394612,0,0,0,1,0,0,0,10.0,0.0,0,11.0,False,False
Young Man with a Gun,8,1956,1956.0,30.0,0.0,204,11,0,35,0,tvEpisode,0,False,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,30.0,0.0,11,30.0,False,False
Huijarit,6,2023,2023.0,93.0,0.0,92,9,1,131,0,movie,0,False,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,0,0,0,0,0,1,['FI'],0.0075137752546334,0,0,0,1,0,0,0,93.0,0.0,10,93.0,False,False
Mark,7,2019,2019.0,,0.0,13,0,0,45,0,tvEpisode,0,False,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,43.0,0.0,0,73.0,False,False
Nai Maa,8,1946,1946.0,,0.0,8,1,0,7,0,movie,0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,90.0,0,0,0,1,0,0,['IN'],0.0342850781989202,0,0,1,0,0,0,0,85.0,0.0,1,73.0,False,False
Babyish,10,2012,2012.0,10.0,0.0,18,0,0,5,0,short,1,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,10.0,1.0,0,10.0,False,False
Episode #17.16,7,2016,2016.0,,0.0,7,0,0,25,0,tvEpisode,0,False,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,25.0,0.0,0,60.0,False,False
