originalTitle,rating,startYear,endYear,runtimeMinutes,awardWins,numVotes,totalImages,totalVideos,totalCredits,criticReviewsTotal,titleType,awardNominationsExcludeWins,canHaveEpisodes,isAdult,numRegions,userReviewsTotal,is_Documentary,is_History,is_Adventure,is_Thriller,is_Game-Show,is_Comedy,is_Sci-Fi,is_Romance,is_Biography,is_Musical,is_Western,is_Music,is_Film-Noir,is_Adult,is_Reality-TV,is_News,is_Action,is_Crime,is_Short,is_Fantasy,is_Family,is_Mystery,is_Talk-Show,is_Drama,is_Sport,is_War,is_Horror,is_Animation,fill_runtimeMinutes,is_from_Oceania,is_from_North America,is_from_South America,is_from_Asia,is_from_Africa,is_from_Europe,countryOfOrigin,countryOfOrigin_freq_enc,countryOfOrigin_NA,countryOfOrigin_AF,countryOfOrigin_AS,countryOfOrigin_EU,countryOfOrigin_OC,countryOfOrigin_SA,countryOfOrigin_UNK,fill_runtimeMinutes_Bruno
Neogenic Nightmare Chapter 3: Hydro-Man,8,1995,1995.0,,0.0,779,1,0,21,1,tvEpisode,0,False,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,40.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,29.0
Looping,6,1982,1982.0,,0.0,11,1,0,1,0,videoGame,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28.0,0,0,0,0,0,1,['XWG'],0.0135247954583402,0,0,0,0,0,0,1,
Idealnaya para,6,1992,1992.0,,0.0,38,1,0,24,0,movie,0,False,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,0,0,0,0,0,1,['RU'],0.0079590360104636,0,0,0,1,0,0,0,94.0
MasterChef Celebrity México,6,2021,,,0.0,15,22,0,56,0,tvSeries,0,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,0,1,0,0,0,0,['MX'],0.0136361106472978,1,0,0,0,0,0,0,30.0
Seutateueob,8,2020,2020.0,80.0,1.0,15718,347,2,47,4,tvSeries,1,True,0,32,452,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80.0,0,0,0,1,0,0,['KR'],0.0091835030889964,0,0,1,0,0,0,0,80.0
Lightdance,9,1995,1995.0,34.0,0.0,14,1,0,0,0,video,0,False,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,34.0
"Kiss, Kiss Bang, Bang",8,1995,1995.0,45.0,0.0,96,5,0,110,0,tvEpisode,0,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,45.0
Nanba MG5,8,2022,,,0.0,70,7,0,69,0,tvMiniSeries,0,True,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,1,0,0,['JP'],0.0470863249290365,0,0,1,0,0,0,0,65.0
Estrela de Oito Pontas,8,1996,1996.0,12.0,2.0,12,1,0,2,0,short,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12.0,0,0,1,0,0,0,['BR'],0.0098513942227416,0,0,0,0,0,1,0,12.0
Ulot Puran,9,2022,,,0.0,27,9,0,15,0,tvMiniSeries,0,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60.0,0,0,0,1,0,0,['IN'],0.0342850781989202,0,0,1,0,0,0,0,52.0
JJBA Mangabridged: Phantom Blood 2 of 2,9,2017,2017.0,44.0,0.0,33,1,0,5,0,tvMovie,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,44.0
1979 AFC Championship Game,9,1980,1980.0,,0.0,9,0,0,68,0,tvSpecial,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,60.0
Golubaya chashka,7,1965,1965.0,60.0,0.0,24,1,0,36,0,movie,0,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60.0,0,0,0,0,0,1,['SUHH'],0.0132465074859464,0,0,0,0,0,0,1,60.0
The Formula,3,2014,2014.0,90.0,1.0,762,6,1,141,1,movie,0,False,0,5,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,90.0
Kako ubiv svetec,7,2004,2004.0,82.0,1.0,322,1,0,84,1,movie,3,False,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,82.0,0,0,0,0,0,1,"['FR', 'MK', 'SI']",0.0468636945511215,0,0,0,3,0,0,0,82.0
The Electric Can Opener Fluctuation,9,2009,2009.0,21.0,0.0,4568,11,0,84,2,tvEpisode,0,False,0,1,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,21.0
Sashiyum Sakunthalayum,5,2023,2023.0,122.0,0.0,408,7,3,23,0,movie,0,False,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.0,0,0,0,1,0,0,['IN'],0.0342850781989202,0,0,1,0,0,0,0,122.0
Justice of the Siblings of the Shinobi Village,9,1984,1984.0,,0.0,9,0,0,30,0,tvEpisode,0,False,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,40.0,0,0,0,1,0,0,['JP'],0.0470863249290365,0,0,1,0,0,0,0,31.0
Side Roads,7,2016,2016.0,17.0,0.0,10,1,0,6,0,short,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.0,0,0,0,0,0,1,['PL'],0.0067345689319307,0,0,0,1,0,0,0,17.0
Boxeurs,5,1900,1900.0,1.0,0.0,13,1,0,4,0,short,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1,['FR'],0.0459731730394612,0,0,0,1,0,0,0,1.0
The New Batman Adventures,9,1997,1999.0,30.0,6.0,19746,719,0,438,6,tvSeries,10,True,0,31,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,30.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,30.0
Spring,8,1970,1970.0,23.0,0.0,11,93,0,11,0,tvEpisode,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,23.0
The Whole Truth,7,2016,2016.0,93.0,0.0,34144,41,16,209,57,movie,1,False,0,32,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,93.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,93.0
The Man from Thunder River,7,1943,1943.0,57.0,0.0,32,11,0,35,1,movie,0,False,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,57.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,57.0
Leichenfund im Jagen 14,6,1968,1968.0,74.0,0.0,6,0,0,43,0,tvEpisode,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74.0,0,0,0,0,0,1,['DDDE'],0.0018367006177992,0,0,0,0,0,0,1,74.0
What Did You Do in the War Daddy?,7,1970,1970.0,,0.0,19,4,0,14,0,tvEpisode,0,False,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,40.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,44.0
Stuck in the Middle with You,6,2007,2007.0,30.0,0.0,23,1,0,54,0,tvEpisode,0,False,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,30.0
Patagonia Treasure Trail,5,2016,2016.0,85.0,0.0,20,3,0,35,0,movie,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,85.0
O ahaireftos,6,1970,1970.0,83.0,0.0,21,46,0,44,0,movie,0,False,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0,0,0,0,0,0,1,['GR'],0.0064006233650581,0,0,0,1,0,0,0,83.0
Kavyaarohan with Momila,5,2020,2020.0,75.0,0.0,5,1,0,8,0,tvEpisode,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,0,0,0,1,0,0,['NP'],0.0007235487282239,0,0,1,0,0,0,0,75.0
A Woman's Help,8,1961,1961.0,30.0,0.0,438,3,0,23,2,tvEpisode,0,False,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,30.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,30.0
Senjô no nadeshiko,5,1959,1959.0,78.0,0.0,9,6,0,29,0,movie,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,0,0,0,1,0,0,['JP'],0.0470863249290365,0,0,1,0,0,0,0,78.0
Episode #1.3467,7,2007,2007.0,28.0,0.0,13,0,0,44,0,tvEpisode,0,False,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,28.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,28.0
Tørst - Framtidens forbrytelser,5,1999,1999.0,,1.0,8,2,0,85,0,movie,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,90.0,0,0,0,0,0,1,['NO'],0.0050648410975677,0,0,0,1,0,0,0,94.0
Sie und Er,8,1992,1992.0,184.0,1.0,10,0,0,42,0,tvMovie,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,184.0,0,0,0,0,0,1,['DE'],0.0279401124283408,0,0,0,1,0,0,0,184.0
Hot Shorts: Christy Canyon,8,1986,1986.0,,0.0,20,0,0,9,0,video,0,False,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,79.0
Sir Hubert Wilkins & Mary Healy and Peter Lind Hayes,9,1958,1958.0,30.0,0.0,34,5,0,13,0,tvEpisode,0,False,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,30.0
Pälsen,6,1966,1966.0,25.0,0.0,5,1,0,10,0,tvMovie,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25.0,0,0,0,0,0,1,['SE'],0.009517448655869,0,0,0,1,0,0,0,25.0
Pryanik,6,1993,1993.0,10.0,0.0,27,5,0,23,0,short,0,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10.0,0,0,0,0,0,1,['RU'],0.0079590360104636,0,0,0,1,0,0,0,10.0
Místa,6,2014,2014.0,108.0,0.0,57,71,1,48,6,movie,0,False,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,108.0,0,0,0,0,0,1,"['CZ', 'SK']",0.0030611676963321,0,0,0,2,0,0,0,108.0
Giger - tajunnan ydin,5,1992,1992.0,30.0,1.0,31,1,0,23,0,short,0,False,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30.0,0,0,0,0,0,1,['FI'],0.0075137752546334,0,0,0,1,0,0,0,30.0
Sands of Time,9,1997,1997.0,25.0,0.0,33,0,0,21,0,tvEpisode,0,False,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,25.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,25.0
In Character With...,3,2009,2016.0,,0.0,17,0,0,82,0,tvSeries,0,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,30.0
The Dossier Case,10,2012,2012.0,40.0,1.0,9,1,0,106,0,short,5,False,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40.0,1,0,0,0,0,0,['AU'],0.0175321422608114,0,0,0,0,1,0,0,40.0
The Mysterious Rain Shelter! Nyasper Is Watching!!,8,2014,2014.0,21.0,0.0,108,2,0,125,0,tvEpisode,0,False,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,21.0,0,0,0,1,0,0,['JP'],0.0470863249290365,0,0,1,0,0,0,0,21.0
Hoodlum Priest and the Gold Mint,6,1968,1968.0,80.0,0.0,24,1,0,9,1,movie,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,80.0,0,0,0,1,0,0,['JP'],0.0470863249290365,0,0,1,0,0,0,0,80.0
Episode #2.46,9,1976,1976.0,,0.0,13,0,0,54,0,tvEpisode,0,False,0,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,25.0
The Switchman,8,1996,1996.0,,0.0,356,7,0,72,0,tvEpisode,0,False,0,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,40.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,36.0
Ad Fundum,7,1993,1993.0,98.0,1.0,1442,3,0,87,0,movie,1,False,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,98.0,0,0,0,0,0,1,['BE'],0.0062893081761006,0,0,0,1,0,0,0,98.0
Achtunddreißig fünf,9,1993,1993.0,28.0,0.0,25,0,0,45,0,tvEpisode,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28.0,0,0,0,0,0,1,['DE'],0.0279401124283408,0,0,0,1,0,0,0,28.0
Hush,7,2007,2007.0,,0.0,6,0,0,21,0,tvMovie,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,1,0,0,0,0,0,['AU'],0.0175321422608114,0,0,0,0,1,0,0,84.0
The Colour of Money,7,2009,2009.0,,0.0,11,1,0,20,0,tvSeries,0,True,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,40.0
Slave,3,2012,2012.0,110.0,0.0,37,1,0,79,0,movie,0,False,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,110.0,0,0,0,1,0,1,"['CY', 'DE']",0.0282184004007346,0,0,1,1,0,0,0,110.0
And Away We Go!,8,1989,1989.0,48.0,0.0,90,1,0,68,0,tvEpisode,0,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,48.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,48.0
Tricky Business,6,1995,1995.0,,0.0,98,0,0,8,0,video,0,False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,60.0
Mea Culpa,8,2018,2018.0,50.0,0.0,78,0,0,158,1,tvEpisode,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,50.0,0,0,0,0,0,1,"['IT', 'FR']",0.0694606779095007,0,0,0,2,0,0,0,50.0
Ice Bound,7,2003,2003.0,89.0,0.0,612,71,0,127,3,tvMovie,1,False,0,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,89.0,0,1,0,0,0,0,"['CA', 'US']",0.4316246451828351,2,0,0,0,0,0,0,89.0
No More Mr. Nice Guy,8,2018,2018.0,42.0,0.0,226,4,2,186,2,tvEpisode,0,False,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,42.0
"Six Man, Texas",9,2008,2008.0,71.0,1.0,17,1,0,42,1,movie,0,False,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,71.0
Hanadama: Gen'ei,7,2016,2016.0,83.0,0.0,35,1,0,38,1,movie,0,False,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,83.0,0,0,0,1,0,0,['JP'],0.0470863249290365,0,0,1,0,0,0,0,83.0
State's Attorney,7,1932,1932.0,79.0,0.0,409,30,0,66,4,movie,0,False,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,79.0
Karo and Piyobupt: Ame no Hi,6,1993,1993.0,4.0,0.0,17,1,0,3,0,short,0,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.0,0,0,0,1,0,0,['JP'],0.0470863249290365,0,0,1,0,0,0,0,4.0
Episode #1.4,7,2023,2023.0,43.0,0.0,58,1,0,168,0,tvEpisode,0,False,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,43.0,0,0,0,0,0,1,['SE'],0.009517448655869,0,0,0,1,0,0,0,43.0
Saknys karcios,9,2016,2016.0,17.0,0.0,17,10,0,23,0,short,2,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,17.0,0,0,0,0,0,1,['LT'],0.0004452607558301,0,0,0,1,0,0,0,17.0
Mary & Adam,7,2018,2018.0,41.0,0.0,36,1,0,41,0,tvEpisode,0,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,41.0
Hallucination musicale,7,1906,1906.0,6.0,0.0,12,0,0,2,0,short,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,1,['FR'],0.0459731730394612,0,0,0,1,0,0,0,6.0
Gamma Level: Radioactive,9,1996,1996.0,25.0,0.0,14,1,0,60,2,tvEpisode,0,False,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,25.0,1,0,0,0,0,0,['AU'],0.0175321422608114,0,0,0,0,1,0,0,25.0
Le magicien,7,1898,1898.0,1.0,0.0,1019,7,0,3,3,short,0,False,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,1,['FR'],0.0459731730394612,0,0,0,1,0,0,0,1.0
New Roles,10,2020,2020.0,,0.0,43,1,0,49,0,tvEpisode,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40.0,0,0,0,1,0,0,['IN'],0.0342850781989202,0,0,1,0,0,0,0,30.0
David Lomas Investigates,10,2020,2020.0,,0.0,21,3,0,9,0,tvSeries,0,True,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,1,0,0,0,0,0,['NZ'],0.0016697278343629,0,0,0,0,1,0,0,45.0
Una leyenda de amor,8,1982,1982.0,101.0,0.0,15,2,0,37,0,movie,1,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,101.0,0,1,0,0,0,0,['MX'],0.0136361106472978,1,0,0,0,0,0,0,101.0
Les p'tites têtes,4,1982,1982.0,77.0,0.0,27,1,0,55,0,movie,0,False,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,0,0,0,0,0,1,['FR'],0.0459731730394612,0,0,0,1,0,0,0,77.0
Throne for a Loss,6,1966,1966.0,6.0,0.0,12,0,0,11,0,short,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,6.0
Falling for You,10,2016,2016.0,,0.0,12,1,0,127,0,tvEpisode,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40.0,0,1,0,0,0,0,['CA'],0.034563366171314,1,0,0,0,0,0,0,45.0
Defund,6,2021,2021.0,14.0,1.0,19,6,0,21,2,short,3,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.0,0,1,0,0,0,0,['CA'],0.034563366171314,1,0,0,0,0,0,0,14.0
His Favorite Pastime,5,1914,1914.0,16.0,0.0,1253,10,0,19,6,short,0,False,0,16,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,16.0
I sette del gruppo selvaggio,5,1975,1975.0,,0.0,69,1,0,45,0,movie,0,False,0,9,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,0,0,0,0,0,1,['IT'],0.0234875048700395,0,0,0,1,0,0,0,85.0
La caperucita roja,6,1960,1960.0,85.0,0.0,138,2,0,66,5,movie,0,False,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,85.0,0,1,0,0,0,0,['MX'],0.0136361106472978,1,0,0,0,0,0,0,85.0
Vingt et une nuits avec Pattie,7,2015,2015.0,,3.0,680,3,1,88,22,movie,4,False,0,15,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,90.0,0,0,0,0,0,1,['FR'],0.0459731730394612,0,0,0,1,0,0,0,96.0
"Duck! Rabbit, Duck!",9,1953,1953.0,7.0,0.0,3643,15,0,17,2,short,0,False,0,12,25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,7.0
Ganz feine Leute,7,1980,1980.0,24.0,0.0,28,0,0,3,0,tvEpisode,0,False,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.0,0,0,0,1,0,0,['JP'],0.0470863249290365,0,0,1,0,0,0,0,24.0
My So-Called Life: My So-Called Life Story,10,2007,2007.0,24.0,0.0,17,0,0,30,0,video,0,False,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,24.0
Now You See It,8,2017,2017.0,3.0,0.0,44,1,0,7,0,short,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,3.0
Rose,7,2014,2014.0,,0.0,18,1,1,18,0,movie,0,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,90.0,0,0,0,1,0,0,['IN'],0.0342850781989202,0,0,1,0,0,0,0,92.0
The Sins of the Fathers,9,1970,1970.0,,0.0,72,11,0,42,2,tvEpisode,0,False,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,26.0
Dao,7,1995,1995.0,105.0,1.0,3644,15,0,111,15,movie,2,False,0,19,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,105.0,0,0,0,1,0,0,"['HK', 'CN']",0.0145822897534368,0,0,2,0,0,0,0,105.0
