originalTitle,rating,startYear,endYear,runtimeMinutes,awardWins,numVotes,totalImages,totalVideos,totalCredits,criticReviewsTotal,titleType,awardNominationsExcludeWins,canHaveEpisodes,isAdult,numRegions,userReviewsTotal,is_Documentary,is_History,is_Adventure,is_Thriller,is_Game-Show,is_Comedy,is_Sci-Fi,is_Romance,is_Biography,is_Musical,is_Western,is_Music,is_Film-Noir,is_Adult,is_Reality-TV,is_News,is_Action,is_Crime,is_Short,is_Fantasy,is_Family,is_Mystery,is_Talk-Show,is_Drama,is_Sport,is_War,is_Horror,is_Animation,fill_runtimeMinutes,is_from_Oceania,is_from_North America,is_from_South America,is_from_Asia,is_from_Africa,is_from_Europe,countryOfOrigin,countryOfOrigin_freq_enc,countryOfOrigin_NA,countryOfOrigin_AF,countryOfOrigin_AS,countryOfOrigin_EU,countryOfOrigin_OC,countryOfOrigin_SA,countryOfOrigin_UNK,fill_runtimeMinutes_Bruno
Trey Parker & Matt Stone,7,2011,2011.0,,0.0,29,0,0,51,0,tvEpisode,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,30.0
Mythic,7,2015,2015.0,20.0,0.0,13,8,0,25,0,short,0,False,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,20.0
Daniel Craig vs James Bond,9,2020,2020.0,2.0,0.0,191,18,0,58,0,short,0,False,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,1,"['GB', 'IT']",0.1222797350698502,0,0,0,2,0,0,0,2.0
Playmates,6,1941,1941.0,96.0,0.0,364,6,0,65,5,movie,0,False,0,10,19,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,96.0
Le dossier 51,8,1978,1978.0,108.0,4.0,1050,20,0,79,5,movie,3,False,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,108.0,0,0,0,0,0,1,"['FR', 'XWG']",0.0594979684978015,0,0,0,1,0,0,1,108.0
The Poet & Peasant,6,1945,1945.0,,0.0,196,7,0,16,0,short,1,False,0,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,14.0
La gran mentira del rock'n'roll,8,2002,2002.0,60.0,0.0,10,1,0,11,0,video,0,False,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0,0,1,['ES'],0.0180887182055991,0,0,0,1,0,0,0,60.0
Docent,7,2023,,,0.0,110,34,0,98,3,tvSeries,1,True,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31.0,0,0,0,0,0,1,['CZ'],0.002615906940502,0,0,0,1,0,0,0,30.0
Art School Confidential,7,2006,2006.0,102.0,0.0,17824,61,1,321,85,movie,0,False,0,21,143,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,102.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,102.0
There's Something Out There,8,2004,2004.0,16.0,3.0,21,2,0,28,0,short,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,16.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,16.0
Fad O Bogar Golpo,9,2016,2016.0,,0.0,11,0,0,6,0,tvMovie,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,0,0,0,1,0,0,['BD'],0.0015027550509266,0,0,1,0,0,0,0,85.0
Peter Lorre (2),8,1960,1960.0,30.0,0.0,30,0,0,19,0,tvEpisode,0,False,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,30.0
Stakeout,8,1972,1972.0,60.0,0.0,108,1,0,38,0,tvEpisode,0,False,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,60.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,60.0
Shash X Kotn,3,2017,2017.0,,0.0,9,1,0,38,0,tvSeries,0,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,0,0,0,0,1,0,['EG'],0.0034507708576835,0,1,0,0,0,0,0,30.0
"Sat sat yan, tiu tiu mo",6,1998,1998.0,92.0,0.0,368,7,0,54,11,movie,0,False,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,92.0,0,0,0,1,0,0,['HK'],0.007847720821506,0,0,1,0,0,0,0,92.0
The Fall Guy,8,1981,1981.0,,0.0,248,14,0,101,2,tvEpisode,0,False,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,30.0
Embrio No. M,6,1971,1971.0,,0.0,25,2,0,3,1,movie,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90.0,0,0,0,0,0,1,['XYU'],0.0029498525073746,0,0,0,0,0,0,1,94.0
Time Trackers,5,1989,1989.0,86.0,0.0,269,5,0,145,3,movie,0,False,0,5,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,86.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,86.0
Solotalent,8,1996,1996.0,,1.0,9,0,0,31,0,short,1,False,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,1,['DE'],0.0279401124283408,0,0,0,1,0,0,0,9.0
Panorama of the Paris Exposition No. 1,6,1900,1900.0,,0.0,12,0,0,2,0,short,0,False,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,16.0
Kikô Keisatsu Metaru Jakku,7,1991,1991.0,25.0,0.0,11,3,0,108,0,tvSeries,0,True,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,25.0,0,0,0,1,0,0,['JP'],0.0470863249290365,0,0,1,0,0,0,0,25.0
Lost Angels,8,2014,2014.0,90.0,9.0,45,6,0,98,0,movie,6,False,0,2,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,90.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,90.0
Amore libero - Free Love,5,1974,1974.0,86.0,0.0,205,13,0,37,8,movie,0,False,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,86.0,0,0,0,0,0,1,['IT'],0.0234875048700395,0,0,0,1,0,0,0,86.0
John Lennon: Love Is All You Need,7,2010,2010.0,82.0,0.0,230,3,0,29,0,video,0,False,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,82.0
Pornstars Like It Big 14,7,2012,2012.0,208.0,0.0,6,0,0,11,1,video,0,False,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.0,0,1,0,0,0,0,['CA'],0.034563366171314,1,0,0,0,0,0,0,208.0
Uzumasa raimuraito,7,2014,2014.0,104.0,5.0,923,3,2,73,23,movie,1,False,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,104.0,0,0,0,1,0,0,['JP'],0.0470863249290365,0,0,1,0,0,0,0,104.0
Urlaubsreise in den Tod,7,2009,2009.0,44.0,0.0,10,1,0,40,0,tvEpisode,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44.0,0,0,0,0,0,1,['DE'],0.0279401124283408,0,0,0,1,0,0,0,44.0
Black Lake,5,2020,2020.0,94.0,1.0,118,5,1,45,21,movie,0,False,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,94.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,94.0
Apellyatsiya,7,1987,1987.0,91.0,0.0,10,3,0,19,0,movie,0,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,91.0,0,0,0,0,0,1,['SUHH'],0.0132465074859464,0,0,0,0,0,0,1,91.0
DILFs: Dads I'd Like to Frock,8,2012,2012.0,22.0,0.0,43,2,0,29,0,tvEpisode,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,22.0
Sinterklaas is nog niet jarig,9,2017,2017.0,78.0,0.0,9,17,0,27,0,movie,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,78.0,0,0,0,0,0,1,['NL'],0.0094061334669115,0,0,0,1,0,0,0,78.0
Spur of the Moment,7,1964,1964.0,25.0,0.0,1928,18,0,26,1,tvEpisode,0,False,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,25.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,25.0
Moonlight Blade,8,2015,2015.0,,0.0,21,6,0,12,0,videoGame,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28.0,0,0,0,1,0,0,['CN'],0.0067345689319307,0,0,1,0,0,0,0,
Transmissions from the Future,6,2021,2021.0,1.0,0.0,73,8,0,27,1,short,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,1.0
Hennesey Meets Honeyboy,9,1959,1959.0,30.0,0.0,7,0,0,14,0,tvEpisode,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,30.0
Bob Dylan Speaks,9,1965,1965.0,53.0,0.0,13,1,0,10,0,movie,0,False,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,53.0
Brega & Chique,8,1987,1987.0,50.0,3.0,88,56,0,44,0,tvSeries,1,True,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50.0,0,0,1,0,0,0,['BR'],0.0098513942227416,0,0,0,0,0,1,0,50.0
A Horse of a Different Color,9,2011,2011.0,52.0,0.0,5026,36,0,192,6,tvEpisode,0,False,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,52.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,52.0
"Min søsters børn, når de er værst",6,1971,1971.0,105.0,0.0,351,27,0,52,1,movie,0,False,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,105.0,0,0,0,0,0,1,['DK'],0.0067345689319307,0,0,0,1,0,0,0,105.0
"Ryzhiy, ryzhiy, konopatyy",8,1971,1971.0,4.0,0.0,287,26,0,11,0,tvShort,0,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.0,0,0,0,0,0,1,['SUHH'],0.0132465074859464,0,0,0,0,0,0,1,4.0
The Weakest Dragon!? Numera Appears!,8,2015,2015.0,,0.0,90,2,0,90,0,tvEpisode,0,False,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,40.0,0,0,0,1,0,0,['JP'],0.0470863249290365,0,0,1,0,0,0,0,25.0
The Long Ride,8,1958,1958.0,30.0,0.0,19,0,0,27,0,tvEpisode,0,False,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,30.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,30.0
Moscou sous la neige,7,1909,1909.0,7.0,0.0,572,2,0,2,1,short,0,False,0,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,1,['FR'],0.0459731730394612,0,0,0,1,0,0,0,7.0
Case Closed,6,1988,1988.0,93.0,0.0,127,4,0,78,2,tvMovie,0,False,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,93.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,93.0
Le Fumeur,5,1878,1878.0,,0.0,32,1,0,1,0,short,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12.0,0,0,0,0,0,1,['FR'],0.0459731730394612,0,0,0,1,0,0,0,13.0
La Shoah des ghettos,9,2024,2024.0,,0.0,18,2,0,47,0,tvMovie,0,False,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,0,0,0,0,0,1,['FR'],0.0459731730394612,0,0,0,1,0,0,0,88.0
Let There Be Light,8,1993,1993.0,29.0,0.0,247,76,0,39,0,tvEpisode,0,False,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,29.0
Mickey's Ultimate Challenge,5,1994,1994.0,,0.0,20,5,0,2,6,videoGame,0,False,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,
La casa grande,8,1953,1953.0,103.0,0.0,17,13,0,46,0,movie,0,False,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,103.0,0,0,1,0,0,0,['AR'],0.0082373239828574,0,0,0,0,0,1,0,103.0
Mi canción eres tú,7,1956,1956.0,,0.0,14,3,0,60,0,movie,0,False,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,90.0,0,1,0,0,0,0,['MX'],0.0136361106472978,1,0,0,0,0,0,0,88.0
The Profit and the Loss,9,2016,2016.0,44.0,0.0,4932,29,0,341,5,tvEpisode,0,False,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,44.0,0,1,0,0,0,1,"['CA', 'IE']",0.0372905883007736,1,0,0,1,0,0,0,44.0
Rules of the Road,7,1993,1993.0,,0.0,51,1,0,6,0,short,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,13.0
Hepicat,4,2010,2010.0,,0.0,22,7,1,20,0,short,3,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,12.0,0,0,0,0,1,1,"['PT', 'GW']",0.0044526075583013,0,1,0,1,0,0,0,10.0
Chinnathambi,9,2017,,,0.0,8,1,0,4,0,tvSeries,0,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31.0,0,0,0,1,0,0,['IN'],0.0342850781989202,0,0,1,0,0,0,0,52.0
Le 6 juin à l'aube,7,1946,1946.0,,0.0,75,1,0,15,1,movie,0,False,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,0,0,0,0,0,1,['FR'],0.0459731730394612,0,0,0,1,0,0,0,92.0
Not Fourteen Again,7,1996,1996.0,90.0,1.0,50,1,0,14,0,movie,1,False,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,1,0,0,0,0,0,['AU'],0.0175321422608114,0,0,0,0,1,0,0,90.0
Al Capone,7,1959,1959.0,104.0,1.0,1934,34,1,133,12,movie,1,False,0,18,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,104.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,104.0
Smokin' Hot Blondes,8,2008,2008.0,,0.0,6,0,0,7,3,video,0,False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,90.0
Killer Waiting,7,1984,1984.0,180.0,0.0,15,4,0,20,0,tvMovie,0,False,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,180.0
Episode #6.15,7,1997,1997.0,,0.0,11,0,0,30,0,tvEpisode,0,False,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40.0,1,0,0,0,0,0,['AU'],0.0175321422608114,0,0,0,0,1,0,0,46.0
El cometa,7,1999,1999.0,92.0,0.0,199,4,0,76,0,movie,7,False,0,6,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,92.0,0,1,0,0,0,1,"['MX', 'FR', 'ES']",0.0776980018923582,1,0,0,2,0,0,0,92.0
Die 4 da,8,2007,,,1.0,64,1,0,105,0,tvSeries,1,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,0,0,0,0,0,1,['AT'],0.0051761562865252,0,0,0,1,0,0,0,30.0
Shuffling Off to Buffalo,8,1974,1974.0,25.0,0.0,78,0,0,22,1,tvEpisode,0,False,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,25.0
Reincidente,8,1977,1977.0,107.0,0.0,16,1,0,27,0,movie,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.0,0,0,1,0,0,0,['VE'],0.0010018367006177,0,0,0,0,0,1,0,107.0
Carl Reiner/Destiny/Mike Zele,8,1991,1991.0,90.0,0.0,16,4,0,10,0,tvEpisode,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,90.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,90.0
T'as voulu voir la mer...,7,2003,2003.0,90.0,0.0,9,1,0,87,0,tvMovie,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,90.0,0,0,0,0,0,1,"['FR', 'BE']",0.0522624812155618,0,0,0,2,0,0,0,90.0
Mercenary II: Thick & Thin,4,1998,1998.0,100.0,0.0,226,5,0,54,6,tvMovie,0,False,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,100.0
Betaaj Badshah,5,1994,1994.0,166.0,0.0,61,4,0,94,0,movie,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,166.0,0,0,0,1,0,0,['IN'],0.0342850781989202,0,0,1,0,0,0,0,166.0
A Quick Return,8,1996,1996.0,25.0,0.0,30,0,0,28,0,tvEpisode,0,False,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,25.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,25.0
L'air de rien,5,1989,1989.0,87.0,0.0,24,2,0,20,0,movie,0,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87.0,0,1,0,0,0,1,"['FR', 'BE', 'CA']",0.0868258473868759,1,0,0,2,0,0,0,87.0
The Loxley Lozenge,9,1984,1984.0,30.0,0.0,70,3,0,35,1,tvEpisode,0,False,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,30.0
El hombre que se quiso matar,7,1970,1970.0,91.0,0.0,79,1,0,49,0,movie,0,False,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.0,0,0,0,0,0,1,['ES'],0.0180887182055991,0,0,0,1,0,0,0,91.0
Comprehensive Cover,7,1976,1976.0,,0.0,9,10,0,17,0,tvEpisode,0,False,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,43.0
Panoramic View of Venice,5,1897,1897.0,,0.0,15,0,0,0,0,short,0,False,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,15.0
Sure-Locked Homes,6,1928,1928.0,,0.0,117,3,0,2,0,short,0,False,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,11.0
L'altra faccia del peccato,4,1969,1969.0,95.0,0.0,10,1,0,25,0,movie,0,False,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0,0,0,0,0,0,1,['IT'],0.0234875048700395,0,0,0,1,0,0,0,95.0
The Son,7,2022,2022.0,123.0,1.0,17030,32,3,371,157,movie,11,False,0,45,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,123.0,0,0,0,0,0,1,"['GB', 'FR']",0.144765403239272,0,0,0,2,0,0,0,123.0
Mickey Rourke/Valdis Pelsh,9,2009,2009.0,,0.0,13,1,0,5,0,tvEpisode,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.0,0,0,0,0,0,1,['RU'],0.0079590360104636,0,0,0,1,0,0,0,43.0
Arch of Triumph,7,1948,1948.0,,0.0,1960,75,1,199,16,movie,0,False,0,28,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,90.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,95.0
Mystery in Mexico,6,1948,1948.0,66.0,0.0,529,8,0,39,5,movie,0,False,0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,66.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,66.0
Kureyon Shinchan: Shûrai!! Uchûjin shiriri,7,2017,2017.0,103.0,0.0,384,46,0,386,0,movie,0,False,0,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,103.0,0,0,0,1,0,0,['JP'],0.0470863249290365,0,0,1,0,0,0,0,103.0
Go for Croak,6,1969,1969.0,6.0,0.0,39,5,0,18,1,short,0,False,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,6.0
Speak No Evil,7,1975,1975.0,22.0,0.0,28,1,0,39,1,tvEpisode,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,22.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,22.0
Black Salt,7,2015,2015.0,30.0,1.0,43,14,5,115,3,short,0,False,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,30.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,30.0
Terror Train,6,1980,1980.0,97.0,0.0,14164,100,1,127,98,movie,6,False,0,29,160,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,97.0,0,1,0,0,0,0,['CA'],0.034563366171314,1,0,0,0,0,0,0,97.0
The Miser,9,1988,1988.0,110.0,0.0,15,1,0,26,0,tvEpisode,0,False,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,110.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,110.0
